steel grade;weight;forbidden;mandatory;cost0;cost1;cost2;cost3;cost4;cost5;cost6;flows
T230;20701;0;0;0.00676204;0.00632204;0.00555204;0.00478204;0.00401561;0.00326257;0.00125336;BAF_HNX,BAF,TTS,ELG,
KT20;19890;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
KN10;15709;0;0;0.0296055;0.0368895;0.0479972;0.0712798;0.0994592;0.132538;0.170516;FULL HARD,TTS,
T230;21998;0;0;0.00257305;0.00330309;0.0050491;0.0116869;0.023217;0.0395169;0.0607021;FULL HARD,BT2,
K820;9475;0;0;0.00209667;0.0019711;0.00196477;0.00240998;0.00450773;0.0104179;0.0212855;GEBEITST,
TB60;19532;0;0;0.00923905;0.0130556;0.0194514;0.0343621;0.0541498;0.0788313;0.10841;ZWART,
K390;25700;0;0;0.00257305;0.00330309;0.0050491;0.0116869;0.023217;0.0395169;0.0607021;ZWART,
T230;23000;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;FULL HARD,BT2,
K320;52222;0;0;0.00588204;0.00544262;0.00467823;0.0039284;0.00321322;0.00257191;0.00196477;BAF_HNX,BAF,TTS,
K140;31918;0;0;0.00301436;0.00404042;0.00639731;0.0145202;0.0273767;0.0450707;0.0676541;FULL HARD,TTS,
KN30;99291;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;SG2,SDG,BT2,HDG,
KN30;25374;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;SG2,SDG,BT2,HDG,
K820;27686;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;GEBEITST,
KN50;22680;0;0;0.00709204;0.00665204;0.00588204;0.00511421;0.00435446;0.003616;0.00196477;GALTEC,SDG,BT2,HDG,
K820;20642;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
K820;21053;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
LT80;22706;0;0;0.00203321;0.00227747;0.00301436;0.00639731;0.0145202;0.0273767;0.0450707;GEBEITST,
TB80;10609;0;0;0.00254425;0.00216361;0.00158981;0.00126485;0.00125336;0.00161271;0.00348114;GALTEC,SDG,TTS,HDG,
K370;25157;0;0;0.00189863;0.00158981;0.00126485;0.00125336;0.00161271;0.00348114;0.00903016;SG2,SDG,BT2,HDG,
K370;24988;0;0;0.00198446;0.00165867;0.00128646;0.00125336;0.00149828;0.00306541;0.00787307;SG2,SDG,BT2,HDG,
K340;4689;0;0;0.0177148;0.023217;0.031934;0.0510236;0.0750055;0.103885;0.137663;GEBEITST,
K340;211562;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K340;211562;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;GEBEITST,
K210;16745;0;0;0.00348114;0.00521529;0.00903016;0.0221784;0.0399881;0.0620299;0.0889256;CAPL,BT2,
K820;191303;0;0;0.00196477;0.00197231;0.00217226;0.00364156;0.00817559;0.0177148;0.031934;GEBEITST,
K820;105781;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;GEBEITST,
K820;20642;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
K820;20642;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;74211;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
K130;449332;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;GEBEITST,
K130;264453;0;0;0.00209176;0.00240998;0.00330309;0.00722707;0.0160717;0.0296055;0.0479972;GEBEITST,
K130;264453;0;0;0.00311568;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;0.0050491;GEBEITST,
K350;12551;0;0;0.00209667;0.0019711;0.00196477;0.00240998;0.00450773;0.0104179;0.0212855;GEBEITST,
K350;22706;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;GEBEITST,
K370;22854;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG2,SDG,BT2,HDG,
L810;29892;0;0;0.0450707;0.0541498;0.0676541;0.0951337;0.127512;0.16479;0.206968;FULL HARD,TTS,
T210;272852;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;19481;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;545570;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;155876;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
KM80;20828;0;0;0.00632204;0.00588204;0.00511204;0.00434241;0.00358278;0.0028463;0.00125336;CAPL,TTS,
KK50;23999;0;0;0.00412411;0.00369067;0.00294935;0.00225602;0.00165867;0.00128646;0.00125336;GEBEITST,
L740;81428;0;0;0.00396752;0.00597483;0.0103575;0.024556;0.0428424;0.0655725;0.0931671;CAPL,TTS,
K320;63160;0;0;0.00643204;0.00599204;0.0052236;0.0044619;0.00371934;0.00301968;0.00196477;GEBEITST,
K320;63160;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;63160;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
K320;47689;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;ZWART,
KM50;23795;0;0;0.00197231;0.00209176;0.00257305;0.0050491;0.0116869;0.023217;0.0395169;GEBEITST,
K820;29216;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;GEBEITST,
K370;22999;0;0;0.00403409;0.003616;0.00292537;0.00233967;0.00198813;0.00196477;0.00227747;SG2,SDG,BT2,HDG,
T260;7792;0;0;0.0768008;0.0889256;0.10649;0.141076;0.180561;0.224947;0.274231;BAF_HNX,BAF,TTS,
T230;106115;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;BAF_HNX,BAF,TTS,
L760;94844;0;0;0.00306541;0.00454663;0.00787307;0.0198783;0.0372283;0.0585848;0.0847841;CAPL,BT2,ELG,
KB30;16253;0;0;0.00311568;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;0.0050491;SG2,SDG,BT2,HDG,
T230;47952;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
KM50;25803;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;GEBEITST,
KM50;25803;0;0;0.00311568;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;0.0050491;GEBEITST,
KM50;25803;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;GEBEITST,
KN30;151778;0;0;0.00131912;0.00125336;0.00126695;0.00192906;0.00454663;0.011855;0.0269928;GALTEC,SDG,TTS,HDG,
L650;19255;0;0;0.00401561;0.00358278;0.0028463;0.00216361;0.00158981;0.00126485;0.00125336;CAPL,BT2,
KM40;21642;0;0;0.0050491;0.00722707;0.0116869;0.023217;0.0395169;0.0607021;0.0867826;GEBEITST,
KM30;81952;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
K450;41513;0;0;0.00205171;0.00196477;0.00197231;0.00257305;0.0050491;0.0116869;0.023217;SG2,SDG,BT2,HDG,
T210;25906;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;77737;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;25906;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
T210;25906;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
LT70;32027;0;0;0.00165867;0.00140803;0.00125336;0.00129525;0.00214354;0.00521529;0.0135676;SG3,SDG,TTS,HDG,
T230;22952;0;0;0.00450773;0.00639731;0.0104179;0.0212855;0.0368895;0.057376;0.082757;GALTEC,SDG,TTS,HDG,
T220;145690;0;0;0.00722707;0.0104179;0.0160717;0.0296055;0.0479972;0.0712798;0.0994592;ZWART,
T230;174336;0;0;0.00722707;0.0104179;0.0160717;0.0296055;0.0479972;0.0712798;0.0994592;ZWART,
KM40;20560;0;0;0.00305336;0.00264317;0.00198446;0.00146236;0.00125336;0.00126695;0.00192906;ZWART,
KM40;41120;0;0;0.00305336;0.00264317;0.00198446;0.00146236;0.00125336;0.00126695;0.00192906;ZWART,
K370;72547;0;0;0.00225602;0.00189863;0.00140803;0.00125336;0.00129525;0.00214354;0.00521529;SG2,SDG,BT2,HDG,
K370;250160;0;0;0.00225602;0.00189863;0.00140803;0.00125336;0.00129525;0.00214354;0.00521529;SG2,SDG,BT2,HDG,
K320;48992;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;BAF_H2,BAF,TTS,
KM40;61927;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
KM50;154817;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
KM50;123853;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
KM50;123853;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K820;30963;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K820;30963;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K820;30963;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K820;30963;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
TB60;21674;0;0;0.00198813;0.00196477;0.00203321;0.00301436;0.00639731;0.0145202;0.0273767;FULL HARD,BT2,
K370;175594;0;0;0.00264317;0.00225602;0.00165867;0.00128646;0.00125336;0.00149828;0.00306541;SG2,SDG,BT2,HDG,
KN40;20278;0;0;0.00203321;0.00227747;0.00301436;0.00639731;0.0145202;0.0273767;0.0450707;FULL HARD,BT2,
K370;298289;0;0;0.00244632;0.00207246;0.00152333;0.00125336;0.00125406;0.00175477;0.00396752;SG2,SDG,BT2,HDG,
KN30;26061;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;CAPL,TTS,
K820;30963;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
K320;63099;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;GEBEITST,
KM30;61927;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;GEBEITST,
K370;52953;0;0;0.00198813;0.00196477;0.00203321;0.00301436;0.00639731;0.0145202;0.0273767;FULL HARD,BT2,
K370;288253;0;0;0.00198446;0.00165867;0.00128646;0.00125336;0.00149828;0.00306541;0.00787307;SG2,SDG,BT2,HDG,
KN40;27314;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
LT40;18560;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;SG3,SDG,BT2,HDG,
K820;20642;0;0;0.00134575;0.00161271;0.00240134;0.00597483;0.0155024;0.0319727;0.0519929;GEBEITST,
K820;51864;0;0;0.00196477;0.00197231;0.00217226;0.00364156;0.00817559;0.0177148;0.031934;GEBEITST,
K820;14418;0;0;0.00196477;0.00197231;0.00217226;0.00364156;0.00817559;0.0177148;0.031934;GEBEITST,
K820;51606;0;0;0.00764204;0.00720204;0.00643204;0.00566213;0.00489585;0.00414042;0.00196477;GEBEITST,
K820;25803;0;0;0.00742204;0.00698204;0.00621204;0.00544262;0.00467823;0.0039284;0.00196477;GEBEITST,
K820;25803;0;0;0.00709204;0.00665204;0.00588204;0.00511421;0.00435446;0.003616;0.00196477;GEBEITST,
K320;52171;0;0;0.00588204;0.00544262;0.00467823;0.0039284;0.00321322;0.00257191;0.00196477;BAF_HNX,BAF,TTS,
KN70;78179;0;0;0.00621204;0.00577204;0.00500497;0.00424721;0.00351372;0.00283292;0.00196477;BAF_HNX,BAF,TTS,
KN70;78179;0;0;0.00808204;0.00764204;0.00687204;0.00610204;0.00533308;0.00456995;0.00196477;BAF_HNX,BAF,TTS,
K370;19667;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG2,SDG,BT2,HDG,
K320;20848;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
K200;34719;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG2,SDG,BT2,HDG,
K210;20344;0;0;0.00454663;0.00685566;0.011855;0.0269928;0.0457948;0.0692164;0.0975085;SG2,SDG,BT2,HDG,
K370;20520;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;SG2,SDG,BT2,HDG,
K370;20520;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG2,SDG,BT2,HDG,
K370;24241;0;0;0.00292537;0.00257191;0.00209667;0.00196477;0.00203321;0.00301436;0.00639731;GALTEC,SDG,TTS,HDG,
K370;24384;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG2,SDG,BT2,HDG,
LK70;16219;0;0;0.00125406;0.00134575;0.00175477;0.00396752;0.0103575;0.024556;0.0428424;SG3,SDG,TTS,HDG,
LK70;31053;0;0;0.00158981;0.00135924;0.00125336;0.00134575;0.00240134;0.00597483;0.0155024;SG3,SDG,TTS,HDG,
TB80;51831;0;0;0.0198783;0.0269928;0.0372283;0.0585848;0.0847841;0.115872;0.151858;SG3,SDG,BT2,HDG,
TB80;113340;0;0;0.00158981;0.00135924;0.00125336;0.00134575;0.00240134;0.00597483;0.0155024;SG3,SDG,BT2,HDG,
KM40;41737;0;0;0.00423346;0.00379871;0.00305336;0.00235005;0.00173547;0.00131912;0.00125336;GEBEITST,
K820;9803;0;0;0.0019711;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;0.0296055;GEBEITST,
L810;16653;0;0;0.0541498;0.0641281;0.0788313;0.10841;0.142889;0.182267;0.226545;FULL HARD,TTS,
K450;23279;0;0;0.00382354;0.00341243;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;SG2,SDG,BT2,HDG,
K450;19400;0;0;0.00382354;0.00341243;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.00382354;0.00341243;0.00274359;0.00220669;0.00196477;0.00197231;0.00257305;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG2,SDG,BT2,HDG,
K450;23279;0;0;0.00424721;0.00382354;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;SG2,SDG,BT2,HDG,
K450;46559;1;0;0.00403409;0.003616;0.00292537;0.00233967;0.00198813;0.00196477;0.00227747;SG2,SDG,BT2,HDG,
KM40;25803;0;0;0.00209176;0.00240998;0.00330309;0.00722707;0.0160717;0.0296055;0.0479972;GEBEITST,
K110;23792;0;0;0.00722707;0.0104179;0.0160717;0.0296055;0.0479972;0.0712798;0.0994592;BAF_HNX,BAF,TTS,
KT20;24771;0;0;0.00351372;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;GEBEITST,
K370;15553;0;0;0.00396752;0.00597483;0.0103575;0.024556;0.0428424;0.0655725;0.0931671;SG2,SDG,BT2,HDG,
KN40;40620;0;0;0.00390709;0.00347564;0.00274402;0.00207246;0.00152333;0.00125336;0.00125406;CAPL,TTS,
K370;100304;0;0;0.00244632;0.00207246;0.00152333;0.00125336;0.00125406;0.00175477;0.00396752;SG2,SDG,BT2,HDG,
K370;52818;0;0;0.00134575;0.00161271;0.00240134;0.00597483;0.0155024;0.0319727;0.0519929;SG2,SDG,BT2,HDG,
K370;100507;0;0;0.00244632;0.00207246;0.00152333;0.00125336;0.00125406;0.00175477;0.00396752;SG2,SDG,BT2,HDG,
KT20;22706;0;0;0.00351372;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;GEBEITST,
K200;94072;0;0;0.0104179;0.0145202;0.0212855;0.0368895;0.057376;0.082757;0.113036;CAPL,TTS,
L920;12919;0;0;0.127512;0.142889;0.16479;0.206968;0.254046;0.306024;0.362902;SG3,SDG,TTS,HDG,
T220;62959;0;0;0.0019711;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;0.0296055;BAF_HNX,BAF,TTS,
TB40;41120;0;0;0.00125336;0.00125406;0.00141274;0.00270741;0.00685566;0.0176129;0.0345568;ZWART,
TB80;82240;0;0;0.00141274;0.00175477;0.00270741;0.00685566;0.0176129;0.0345568;0.0552404;ZWART,
K820;25803;0;0;0.00214847;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;0.0194514;GEBEITST,
K820;25700;0;0;0.00283292;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;ZWART,
KN30;8145;0;0;0.00257305;0.00330309;0.0050491;0.0116869;0.023217;0.0395169;0.0607021;GALTEC,SDG,TTS,HDG,
K130;46150;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
K820;51606;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;GEBEITST,
T260;7862;0;0;0.238528;0.25965;0.289213;0.344798;0.405282;0.470667;0.540952;BAF_HNX,BAF,TTS,
K820;26111;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;GEBEITST,
K820;22706;0;0;0.00227048;0.00205171;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;GEBEITST,
KN40;23728;0;0;0.00125406;0.00134575;0.00175477;0.00396752;0.0103575;0.024556;0.0428424;CAPL,TTS,
KN40;46863;0;0;0.00390709;0.00347564;0.00274402;0.00207246;0.00152333;0.00125336;0.00125406;CAPL,TTS,
K820;22706;0;0;0.0019711;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;0.0296055;GEBEITST,
K390;18504;0;0;0.00351372;0.00311568;0.00249087;0.00205171;0.00196477;0.00209176;0.00330309;ZWART,
KB30;23697;0;0;0.00639731;0.00923905;0.0145202;0.0273767;0.0450707;0.0676541;0.0951337;BAF_HNX,BAF,BT2,
T250;40779;0;0;0.00264317;0.00225602;0.00165867;0.00128646;0.00125336;0.00149828;0.00306541;SG3,SDG,BT2,HDG,
KN10;21300;0;0;0.00404042;0.00567697;0.00923905;0.0194514;0.0343621;0.0541498;0.0788313;ZWART,
LK60;28562;0;0;0.00240134;0.00348114;0.00597483;0.0155024;0.0319727;0.0519929;0.0768008;GEBEITST,
LK60;51606;0;0;0.00134575;0.00161271;0.00240134;0.00597483;0.0155024;0.0319727;0.0519929;GEBEITST,
K820;21674;0;0;0.0039284;0.00351372;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;GEBEITST,
K370;10818;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;SG2,SDG,BT2,HDG,
K110;28104;0;0;0.00196477;0.00197231;0.00217226;0.00364156;0.00817559;0.0177148;0.031934;CAPL,TTS,
K820;51606;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;GEBEITST,
KM50;92890;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;GEBEITST,
KM80;25803;0;0;0.00292537;0.00257191;0.00209667;0.00196477;0.00203321;0.00301436;0.00639731;GEBEITST,
K110;282930;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;CAPL,TTS,
K110;31204;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;BAF_HNX,BAF,TTS,
K110;27372;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;CAPL,TTS,
K200;110237;0;0;0.00220669;0.0020148;0.00196477;0.00217226;0.00364156;0.00817559;0.0177148;CAPL,TTS,
KM40;23739;0;0;0.0019711;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;0.0296055;GEBEITST,
TB60;20710;0;0;0.00152333;0.00131912;0.00125336;0.00141274;0.00270741;0.00685566;0.0176129;GALTEC,SDG,TTS,HDG,
TB60;20731;0;0;0.00158981;0.00135924;0.00125336;0.00134575;0.00240134;0.00597483;0.0155024;GALTEC,SDG,BT2,HDG,
KN40;12616;0;0;0.00321322;0.00283292;0.00227048;0.0019711;0.00196477;0.00240998;0.00450773;GALTEC,SDG,TTS,HDG,
K210;31334;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
K210;110745;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
K210;52224;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
K210;277657;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
KM40;8770;0;0;0.00196477;0.00199442;0.00227747;0.00404042;0.00923905;0.0194514;0.0343621;ZWART,
KM30;22754;0;0;0.00923905;0.0130556;0.0194514;0.0343621;0.0541498;0.0788313;0.10841;ZWART,
L810;61927;0;0;0.0450707;0.0541498;0.0676541;0.0951337;0.127512;0.16479;0.206968;FULL HARD,TTS,
T230;9587;0;0;0.0676541;0.0788313;0.0951337;0.127512;0.16479;0.206968;0.254046;SG3,SDG,TTS,HDG,
K370;31668;0;0;0.00450773;0.00639731;0.0104179;0.0212855;0.0368895;0.057376;0.082757;SG2,SDG,BT2,HDG,
T230;5710;0;0;0.00450773;0.00639731;0.0104179;0.0212855;0.0368895;0.057376;0.082757;GALTEC,SDG,BT2,HDG,
KM40;20642;0;0;0.00597483;0.00903016;0.0155024;0.0319727;0.0519929;0.0768008;0.10649;GEBEITST,
T230;22977;0;0;0.00567697;0.00817559;0.0130556;0.0252471;0.0422437;0.0641281;0.0909081;FULL HARD,BT2,
K370;19498;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG2,SDG,BT2,HDG,
K370;19498;0;0;0.00301968;0.00265631;0.00214847;0.00196477;0.00199442;0.00277186;0.00567697;SG2,SDG,BT2,HDG,
K350;95444;0;0;0.00330309;0.00450773;0.00722707;0.0160717;0.0296055;0.0479972;0.0712798;ZWART,
K350;102800;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;ZWART,
T230;14521;0;0;0.00277186;0.00364156;0.00567697;0.0130556;0.0252471;0.0422437;0.0641281;SG2,SDG,BT2,HDG,
T230;16962;0;0;0.00404042;0.00567697;0.00923905;0.0194514;0.0343621;0.0541498;0.0788313;ZWART,
KM80;16183;0;0;0.00567697;0.00817559;0.0130556;0.0252471;0.0422437;0.0641281;0.0909081;GEBEITST,
T230;77365;0;0;0.0212855;0.0273767;0.0368895;0.057376;0.082757;0.113036;0.148214;FULL HARD,BT2,
K820;27486;0;0;0.0019711;0.00196477;0.00209176;0.00330309;0.00722707;0.0160717;0.0296055;GEBEITST,
T230;11250;0;0;0.0104179;0.0145202;0.0212855;0.0368895;0.057376;0.082757;0.113036;ZWART,
KN40;21108;0;0;0.00203321;0.00227747;0.00301436;0.00639731;0.0145202;0.0273767;0.0450707;FULL HARD,BT2,
K320;14711;0;0;0.00240998;0.00301436;0.00450773;0.0104179;0.0212855;0.0368895;0.057376;ZWART,
K320;22706;0;0;0.00249087;0.00220669;0.00196477;0.00197231;0.00257305;0.0050491;0.0116869;GEBEITST,
K320;22706;0;0;0.00249087;0.00220669;0.00196477;0.00197231;0.00257305;0.0050491;0.0116869;GEBEITST,
K320;22706;0;0;0.00610204;0.00566213;0.00489585;0.00414042;0.00341243;0.00274359;0.00196477;GEBEITST,
K320;22706;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
K320;22706;0;0;0.00764204;0.00720204;0.00643204;0.00566213;0.00489585;0.00414042;0.00196477;GEBEITST,
KT20;20642;0;0;0.00610204;0.00566213;0.00489585;0.00414042;0.00341243;0.00274359;0.00196477;GEBEITST,
KT20;20642;0;0;0.00764204;0.00720204;0.00643204;0.00566213;0.00489585;0.00414042;0.00196477;GEBEITST,
KM30;54186;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
K320;25803;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
K320;30963;0;0;0.00764204;0.00720204;0.00643204;0.00566213;0.00489585;0.00414042;0.00196477;GEBEITST,
K320;30963;0;0;0.00610204;0.00566213;0.00489585;0.00414042;0.00341243;0.00274359;0.00196477;GEBEITST,
LK40;12101;0;0;0.00412411;0.00369067;0.00294935;0.00225602;0.00165867;0.00128646;0.00125336;GEBEITST,
LK40;20868;0;0;0.00412411;0.00369067;0.00294935;0.00225602;0.00165867;0.00128646;0.00125336;GEBEITST,
KM50;41942;0;0;0.00412411;0.00369067;0.00294935;0.00225602;0.00165867;0.00128646;0.00125336;GEBEITST,
LK40;20930;0;0;0.00412411;0.00369067;0.00294935;0.00225602;0.00165867;0.00128646;0.00125336;GEBEITST,
K320;25803;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
KT20;10012;0;0;0.00687204;0.00643204;0.00566213;0.00489585;0.00414042;0.00341243;0.00196477;GEBEITST,
T230;121346;0;0;0.0020148;0.00196477;0.00199442;0.00277186;0.00567697;0.0130556;0.0252471;CAPL,TTS,
T230;143835;0;0;0.00654204;0.00610204;0.00533308;0.00456995;0.00382354;0.00311568;0.00196477;CAPL,TTS,
K820;52874;0;0;0.00301436;0.00404042;0.00639731;0.0145202;0.0273767;0.0450707;0.0676541;GEBEITST,
K820;77408;0;0;0.00205171;0.00196477;0.00197231;0.00257305;0.0050491;0.0116869;0.023217;GEBEITST,
K820;77408;0;0;0.00265631;0.00233967;0.00198813;0.00196477;0.00227747;0.00404042;0.00923905;GEBEITST,
K820;77408;0;0;0.00414042;0.00371934;0.00301968;0.00241314;0.0020148;0.00196477;0.00217226;GEBEITST,
